title,genres,keywords
Soul Surfer,Family Drama,depression surfing surfer surfboard beach based on novel or book hawaii shark attack thailand comeback based on true story bikini volunteer family relationships hospital doctor based on memoir or autobiography shark prosthetic arm swimsuit christian film christian surfing contest female surfer severed arm
Rescue Dawn,Adventure Drama War,vietnam war escape war crimes prisoner of war laos soldier struggle for survival escaped prisoner escape plan military prisoners survivor
The Ward,Horror Mystery,farm nurse electric shock orderly psychiatric hospital disappearance mental illness duringcreditsstinger
Gomorrah,Drama Crime,street gang money delivery gangster gang war ghetto mafia boss camorra gang drugs criminal fashion financial transactions
Polisse,Drama Thriller,husband wife relationship paris france family relationships co-workers relationship extramarital affair photojournalism woman director abused child
Someone Great,Comedy Romance,new york city female friendship romantic comedy woman director
Headhunters,Thriller Crime Action,based on novel or book chase mercenary dark comedy morgue norway heist on the run death of lover art thief cat and mouse art gallery presumed dead cat burglar police investigation troubled marriage tracking device nordic noir oslo norway forgery poisoning art heist tracking
Little Women,Drama Romance,depression parent child relationship holiday pregnancy sister desire chalkboard nightgown birth of twins woman director christmas 19th century christmas romance
Shall We Dance?,Drama Romance Comedy,jealousy husband wife relationship dancing master musical love dance studio music movie
October Sky,Drama Family,small town based on novel or book parent child relationship satellite biography rocket west virginia mining accident teacher coal mine 1950s sputnik rocketry
The International,Action Thriller Drama Crime,duringcreditsstinger
Cashback,Drama Comedy Romance,night shift london england supermarket boredom painting insomnia time art school sexual fantasy memory sexual attraction break-up art time freeze  first kiss magic realism ex-boyfriend ex-girlfriend relationship duringcreditsstinger
Deep Water,Drama Mystery Thriller,based on novel or book marriage dysfunctional marriage murder cuckold erotic thriller cuckolded husband psychological snails
The Experiment,Thriller Drama,experiment psychological thriller
Pieces of a Woman,Drama,loss of loved one boston massachusetts midwife grief home birth grieving giving birth loss of child
A Christmas Story,Comedy Family,holiday nostalgia young boy snow chinese restaurant tongue christmas tree dealer mall santa christmas 1940s
Vampires,Action Fantasy Horror,based on novel or book vampire new mexico vampire hunter (slayer) revenge priest church crucifix cross relic drinking blood
Open Season 2,Adventure Animation Comedy Family,deer sequel bear dog animal dachshund
Brick,Drama Mystery,drug dealer high school california ex-girlfriend investigation manipulation lone wolf halloween party murder disappearance whodunit drugs criminal underworld drug lord ex-boyfriend ex-girlfriend relationship loner loose cannon criminal organization murder mystery neo-noir hardboiled detective drug kingpin secret pregnancy independent film teenager
Victoria,Crime Thriller Romance,berlin germany love at first sight bullet wound bank robbery playing piano real time genre bending concert pianist single take one take techno music running from police
Secret of the Wings,Animation Family Fantasy Adventure,cold winter fairy tale fairy separation duringcreditsstinger woman director
The Laundromat,Drama Crime Comedy,politics political thriller
I Kill Giants,Fantasy Drama,monster bullying based on comic teenage girl based on graphic novel giant
Blow-Up,Drama Mystery Thriller,london england loss of sense of reality tennis photographer burglar photography suspicion of murder surreal municipal park darkroom pantomime illusion counter-culture corpse drugs photo shoot avant-garde modeling
Eight Legged Freaks,Action Comedy Horror Thriller,spider creature pick up wetting pants hockey mask barbershop perfume aunt nephew relationship straight razor forklift contamination animal horror
The Package,Comedy,dark comedy gay interest spring break venomous snakes camping trip twerking severed penis
22 Bullets,Drama Crime Thriller,based on novel or book chase kidnapping cemetery investigation based on true story revenge murder mobster mafia hospital brutality left for dead
Valhalla Rising,Adventure Drama Action Fantasy,escape hell mythology surreal gore viking mute brutality slave one eyed man new world chieftain starvation war paint warrior action adventure
A-X-L,Science Fiction Action Adventure Family,friendship technology friends robot robot dog
All Eyez on Me,History Drama Music,rapper biography
Jolt,Action Thriller,woman director
Nick and Norah's Infinite Playlist,Comedy Music Drama,concert new jersey based on novel or book one night secret location based on young adult novel
Miracles from Heaven,Family Drama,based on novel or book parent child relationship prayer christianity miracle based on true story hospital woman director incurable disease accident religious community faith family neighbors
Mary Shelley's Frankenstein,Drama Horror Science Fiction Romance,experiment remake gothic horror goth
For the Birds,Animation Family Comedy,clique short film
Fast Times at Ridgemont High,Comedy,high school friendship rock 'n' roll based on novel or book shopping mall loss of virginity coming of age teacher bong drug humor marijuana teen movie stoner irreverence teen comedy woman director teenager
Captain Underpants: The First Epic Movie,Action Animation Comedy Family,friendship based on novel or book superhero underwear comic book school principal based on children's book grade school sock puppet
About Schmidt,Drama Comedy,husband wife relationship wedding channel surfing mullet spiritual journey life changing pioneer village family gathering
Inspector Gadget,Action Adventure Comedy Family,superhero gadget nerd villain slapstick comedy based on cartoon scientist super villain
A Nightmare on Elm Street: The Dream Child,Horror Thriller,dream baby monster nightmare nun sadism psychopath asylum pregnancy supernatural resurrection ohio sequel murder vision slasher torture birth disfigurement nightmare becomes reality fetus womb supernatural horror
Last Tango in Paris,Drama Romance,paris france businessman love tragedy relationship extramarital affair parisian clandestine
French Fried Vacation 2: The Bronzés go Skiing,Comedy,sequel alps mountains ski resort french alps skiing
The Zero Theorem,Drama Fantasy Science Fiction,computer video game virtual reality dystopia
Showgirls,Drama,dancing go-go dancer striptease spanner seduction sexappeal rivalry
Leave No Trace,Drama,post-traumatic stress disorder (ptsd) based on novel or book portland oregon hiking trauma oregon usa teenage girl survivalist veteran hitchhiking washington state woman director squatting off the grid survivalism father daughter relationship living off the grid
Asterix: The Secret of the Magic Potion,Family Animation Comedy Adventure,roman empire based on comic
Police Academy 3: Back in Training,Comedy Crime,governor competition sequel police academy
The Stronghold,Thriller Action Crime,police marseille france
